filepath,label,video_id,num_frames,source_type
data\landmarks\none_none (4).npy,none,none (4),30,landmark_sequence
data\landmarks\none_none (5).npy,none,none (5),30,landmark_sequence
data\landmarks\none_none (6).npy,none,none (6),30,landmark_sequence
data\landmarks\none_none (7).npy,none,none (7),30,landmark_sequence
data\landmarks\not_not (1).npy,not,not (1),30,landmark_sequence
data\landmarks\not_not (2).npy,not,not (2),30,landmark_sequence
data\landmarks\not_not (3).npy,not,not (3),30,landmark_sequence
data\landmarks\not_not (4).npy,not,not (4),30,landmark_sequence
data\landmarks\not_not (5).npy,not,not (5),30,landmark_sequence
data\landmarks\not_not (6).npy,not,not (6),30,landmark_sequence
data\landmarks\not_not (7).npy,not,not (7),30,landmark_sequence
data\landmarks\nothing_nothing (1).npy,nothing,nothing (1),30,landmark_sequence
data\landmarks\nothing_nothing (2).npy,nothing,nothing (2),30,landmark_sequence
data\landmarks\nothing_nothing (3).npy,nothing,nothing (3),30,landmark_sequence
data\landmarks\nothing_nothing (4).npy,nothing,nothing (4),30,landmark_sequence
data\landmarks\nothing_nothing (5).npy,nothing,nothing (5),30,landmark_sequence
data\landmarks\nothing_nothing (6).npy,nothing,nothing (6),30,landmark_sequence
data\landmarks\now_now (1).npy,now,now (1),30,landmark_sequence
data\landmarks\now_now (2).npy,now,now (2),30,landmark_sequence
data\landmarks\now_now (3).npy,now,now (3),30,landmark_sequence
data\landmarks\now_now (4).npy,now,now (4),30,landmark_sequence
data\landmarks\now_now (5).npy,now,now (5),30,landmark_sequence
data\landmarks\now_now (6).npy,now,now (6),30,landmark_sequence
data\landmarks\now_now (7).npy,now,now (7),30,landmark_sequence
data\landmarks\now_now (8).npy,now,now (8),30,landmark_sequence
data\landmarks\now_now (9).npy,now,now (9),30,landmark_sequence
data\landmarks\obtain_obtain (1).npy,obtain,obtain (1),30,landmark_sequence
data\landmarks\obtain_obtain (2).npy,obtain,obtain (2),30,landmark_sequence
data\landmarks\obtain_obtain (3).npy,obtain,obtain (3),30,landmark_sequence
data\landmarks\obtain_obtain (4).npy,obtain,obtain (4),30,landmark_sequence
data\landmarks\obtain_obtain (5).npy,obtain,obtain (5),30,landmark_sequence
data\landmarks\obtain_obtain (6).npy,obtain,obtain (6),30,landmark_sequence
data\landmarks\off_off (1).npy,off,off (1),30,landmark_sequence
data\landmarks\off_off (2).npy,off,off (2),30,landmark_sequence
data\landmarks\off_off (3).npy,off,off (3),30,landmark_sequence
data\landmarks\off_off (4).npy,off,off (4),30,landmark_sequence
data\landmarks\off_off (5).npy,off,off (5),30,landmark_sequence
data\landmarks\off_off (6).npy,off,off (6),30,landmark_sequence
data\landmarks\off_off (7).npy,off,off (7),30,landmark_sequence
data\landmarks\often_often (1).npy,often,often (1),30,landmark_sequence
data\landmarks\often_often (2).npy,often,often (2),30,landmark_sequence
data\landmarks\often_often (3).npy,often,often (3),30,landmark_sequence
data\landmarks\often_often (4).npy,often,often (4),30,landmark_sequence
data\landmarks\often_often (5).npy,often,often (5),30,landmark_sequence
data\landmarks\often_often (6).npy,often,often (6),30,landmark_sequence
data\landmarks\often_often (7).npy,often,often (7),30,landmark_sequence
data\landmarks\ok_ok (1).npy,ok,ok (1),30,landmark_sequence
data\landmarks\ok_ok (2).npy,ok,ok (2),30,landmark_sequence
data\landmarks\ok_ok (3).npy,ok,ok (3),30,landmark_sequence
data\landmarks\ok_ok (4).npy,ok,ok (4),30,landmark_sequence
data\landmarks\ok_ok (5).npy,ok,ok (5),30,landmark_sequence
data\landmarks\ok_ok (6).npy,ok,ok (6),30,landmark_sequence
data\landmarks\ok_ok (7).npy,ok,ok (7),30,landmark_sequence
data\landmarks\ok_ok (8).npy,ok,ok (8),30,landmark_sequence
data\landmarks\old_old (1).npy,old,old (1),30,landmark_sequence
data\landmarks\old_old (2).npy,old,old (2),30,landmark_sequence
data\landmarks\old_old (3).npy,old,old (3),30,landmark_sequence
data\landmarks\old_old (4).npy,old,old (4),30,landmark_sequence
data\landmarks\old_old (5).npy,old,old (5),30,landmark_sequence
data\landmarks\old_old (6).npy,old,old (6),30,landmark_sequence
data\landmarks\old_old (7).npy,old,old (7),30,landmark_sequence
data\landmarks\on_on (1).npy,on,on (1),30,landmark_sequence
data\landmarks\on_on (2).npy,on,on (2),30,landmark_sequence
data\landmarks\on_on (3).npy,on,on (3),30,landmark_sequence
data\landmarks\on_on (4).npy,on,on (4),30,landmark_sequence
data\landmarks\on_on (5).npy,on,on (5),30,landmark_sequence
data\landmarks\on_on (6).npy,on,on (6),30,landmark_sequence
data\landmarks\once_once (1).npy,once,once (1),30,landmark_sequence
data\landmarks\once_once (2).npy,once,once (2),30,landmark_sequence
data\landmarks\once_once (3).npy,once,once (3),30,landmark_sequence
data\landmarks\once_once (4).npy,once,once (4),30,landmark_sequence
data\landmarks\once_once (5).npy,once,once (5),30,landmark_sequence
data\landmarks\only_only (1).npy,only,only (1),30,landmark_sequence
data\landmarks\only_only (2).npy,only,only (2),30,landmark_sequence
data\landmarks\only_only (3).npy,only,only (3),30,landmark_sequence
data\landmarks\only_only (4).npy,only,only (4),30,landmark_sequence
data\landmarks\only_only (5).npy,only,only (5),30,landmark_sequence
data\landmarks\only_only (6).npy,only,only (6),30,landmark_sequence
data\landmarks\only_only (7).npy,only,only (7),30,landmark_sequence
data\landmarks\open_open (1).npy,open,open (1),30,landmark_sequence
data\landmarks\open_open (2).npy,open,open (2),30,landmark_sequence
data\landmarks\open_open (3).npy,open,open (3),30,landmark_sequence
data\landmarks\open_open (4).npy,open,open (4),30,landmark_sequence
data\landmarks\open_open (5).npy,open,open (5),30,landmark_sequence
data\landmarks\open_open (6).npy,open,open (6),30,landmark_sequence
data\landmarks\open_open (7).npy,open,open (7),30,landmark_sequence
data\landmarks\opposite_opposite (1).npy,opposite,opposite (1),30,landmark_sequence
data\landmarks\opposite_opposite (2).npy,opposite,opposite (2),30,landmark_sequence
data\landmarks\opposite_opposite (3).npy,opposite,opposite (3),30,landmark_sequence
data\landmarks\opposite_opposite (4).npy,opposite,opposite (4),30,landmark_sequence
data\landmarks\opposite_opposite (5).npy,opposite,opposite (5),30,landmark_sequence
data\landmarks\opposite_opposite (6).npy,opposite,opposite (6),30,landmark_sequence
data\landmarks\out_out (1).npy,out,out (1),30,landmark_sequence
data\landmarks\out_out (2).npy,out,out (2),30,landmark_sequence
data\landmarks\out_out (3).npy,out,out (3),30,landmark_sequence
data\landmarks\out_out (4).npy,out,out (4),30,landmark_sequence
data\landmarks\out_out (5).npy,out,out (5),30,landmark_sequence
data\landmarks\out_out (6).npy,out,out (6),30,landmark_sequence
data\landmarks\outside_outside (1).npy,outside,outside (1),30,landmark_sequence
data\landmarks\outside_outside (2).npy,outside,outside (2),30,landmark_sequence
data\landmarks\outside_outside (3).npy,outside,outside (3),30,landmark_sequence
data\landmarks\outside_outside (4).npy,outside,outside (4),30,landmark_sequence
data\landmarks\outside_outside (5).npy,outside,outside (5),30,landmark_sequence
data\landmarks\outside_outside (6).npy,outside,outside (6),30,landmark_sequence
data\landmarks\outside_outside (7).npy,outside,outside (7),30,landmark_sequence
data\landmarks\outside_outside (8).npy,outside,outside (8),30,landmark_sequence
data\landmarks\outside_outside (9).npy,outside,outside (9),30,landmark_sequence
data\landmarks\over_over (1).npy,over,over (1),30,landmark_sequence
data\landmarks\over_over (2).npy,over,over (2),30,landmark_sequence
data\landmarks\over_over (3).npy,over,over (3),30,landmark_sequence
data\landmarks\over_over (4).npy,over,over (4),30,landmark_sequence
data\landmarks\over_over (5).npy,over,over (5),30,landmark_sequence
data\landmarks\over_over (6).npy,over,over (6),30,landmark_sequence
data\landmarks\problem_problem (1).npy,problem,problem (1),30,landmark_sequence
data\landmarks\problem_problem (2).npy,problem,problem (2),30,landmark_sequence
data\landmarks\problem_problem (3).npy,problem,problem (3),30,landmark_sequence
data\landmarks\problem_problem (4).npy,problem,problem (4),30,landmark_sequence
data\landmarks\problem_problem (5).npy,problem,problem (5),30,landmark_sequence
data\landmarks\problem_problem (6).npy,problem,problem (6),30,landmark_sequence
data\landmarks\problem_problem (7).npy,problem,problem (7),30,landmark_sequence
data\landmarks\problem_problem (8).npy,problem,problem (8),30,landmark_sequence
data\landmarks\problem_problem (9).npy,problem,problem (9),30,landmark_sequence
data\landmarks\protect_protect (1).npy,protect,protect (1),30,landmark_sequence
data\landmarks\protect_protect (2).npy,protect,protect (2),30,landmark_sequence
data\landmarks\protect_protect (3).npy,protect,protect (3),30,landmark_sequence
data\landmarks\protect_protect (4).npy,protect,protect (4),30,landmark_sequence
data\landmarks\protect_protect (5).npy,protect,protect (5),30,landmark_sequence
data\landmarks\protect_protect (6).npy,protect,protect (6),30,landmark_sequence
data\landmarks\pull_pull (1).npy,pull,pull (1),30,landmark_sequence
data\landmarks\pull_pull (2).npy,pull,pull (2),30,landmark_sequence
data\landmarks\pull_pull (3).npy,pull,pull (3),30,landmark_sequence
data\landmarks\pull_pull (4).npy,pull,pull (4),30,landmark_sequence
data\landmarks\pull_pull (5).npy,pull,pull (5),30,landmark_sequence
data\landmarks\pull_pull (6).npy,pull,pull (6),30,landmark_sequence
data\landmarks\pull_pull (7).npy,pull,pull (7),30,landmark_sequence
data\landmarks\pull_pull (8).npy,pull,pull (8),30,landmark_sequence
data\landmarks\pull_pull (9).npy,pull,pull (9),30,landmark_sequence
data\landmarks\push_push (1).npy,push,push (1),30,landmark_sequence
data\landmarks\push_push (2).npy,push,push (2),30,landmark_sequence
data\landmarks\push_push (3).npy,push,push (3),30,landmark_sequence
data\landmarks\push_push (4).npy,push,push (4),30,landmark_sequence
data\landmarks\push_push (5).npy,push,push (5),30,landmark_sequence
data\landmarks\push_push (6).npy,push,push (6),30,landmark_sequence
data\landmarks\push_push (7).npy,push,push (7),30,landmark_sequence
data\landmarks\quality_quality (1).npy,quality,quality (1),30,landmark_sequence
data\landmarks\quality_quality (2).npy,quality,quality (2),30,landmark_sequence
data\landmarks\quality_quality (3).npy,quality,quality (3),30,landmark_sequence
data\landmarks\quality_quality (4).npy,quality,quality (4),30,landmark_sequence
data\landmarks\quality_quality (5).npy,quality,quality (5),30,landmark_sequence
data\landmarks\quick_quick (1).npy,quick,quick (1),30,landmark_sequence
data\landmarks\quick_quick (2).npy,quick,quick (2),30,landmark_sequence
data\landmarks\quick_quick (3).npy,quick,quick (3),30,landmark_sequence
data\landmarks\quick_quick (4).npy,quick,quick (4),30,landmark_sequence
data\landmarks\quick_quick (5).npy,quick,quick (5),30,landmark_sequence
data\landmarks\quick_quick (6).npy,quick,quick (6),30,landmark_sequence
data\landmarks\quick_quick (7).npy,quick,quick (7),30,landmark_sequence
data\landmarks\quick_quick (8).npy,quick,quick (8),30,landmark_sequence
data\landmarks\quiet_quiet (1).npy,quiet,quiet (1),30,landmark_sequence
data\landmarks\quiet_quiet (2).npy,quiet,quiet (2),30,landmark_sequence
data\landmarks\quiet_quiet (3).npy,quiet,quiet (3),30,landmark_sequence
data\landmarks\quiet_quiet (4).npy,quiet,quiet (4),30,landmark_sequence
data\landmarks\quiet_quiet (5).npy,quiet,quiet (5),30,landmark_sequence
data\landmarks\quiet_quiet (6).npy,quiet,quiet (6),30,landmark_sequence
data\landmarks\quiet_quiet (7).npy,quiet,quiet (7),30,landmark_sequence
data\landmarks\quiet_quiet (8).npy,quiet,quiet (8),30,landmark_sequence
data\landmarks\read_read (1).npy,read,read (1),30,landmark_sequence
data\landmarks\read_read (2).npy,read,read (2),30,landmark_sequence
data\landmarks\read_read (3).npy,read,read (3),30,landmark_sequence
data\landmarks\read_read (4).npy,read,read (4),30,landmark_sequence
data\landmarks\read_read (5).npy,read,read (5),30,landmark_sequence
data\landmarks\read_read (6).npy,read,read (6),30,landmark_sequence
data\landmarks\ready_ready (1).npy,ready,ready (1),30,landmark_sequence
data\landmarks\ready_ready (10).npy,ready,ready (10),30,landmark_sequence
data\landmarks\ready_ready (2).npy,ready,ready (2),30,landmark_sequence
data\landmarks\ready_ready (3).npy,ready,ready (3),30,landmark_sequence
data\landmarks\ready_ready (4).npy,ready,ready (4),30,landmark_sequence
data\landmarks\ready_ready (5).npy,ready,ready (5),30,landmark_sequence
data\landmarks\ready_ready (6).npy,ready,ready (6),30,landmark_sequence
data\landmarks\ready_ready (7).npy,ready,ready (7),30,landmark_sequence
data\landmarks\ready_ready (8).npy,ready,ready (8),30,landmark_sequence
data\landmarks\ready_ready (9).npy,ready,ready (9),30,landmark_sequence
data\landmarks\really_really (1).npy,really,really (1),30,landmark_sequence
data\landmarks\really_really (2).npy,really,really (2),30,landmark_sequence
data\landmarks\really_really (3).npy,really,really (3),30,landmark_sequence
data\landmarks\really_really (4).npy,really,really (4),30,landmark_sequence
data\landmarks\really_really (5).npy,really,really (5),30,landmark_sequence
data\landmarks\really_really (6).npy,really,really (6),30,landmark_sequence
data\landmarks\really_really (7).npy,really,really (7),30,landmark_sequence
data\landmarks\remember_remember (1).npy,remember,remember (1),30,landmark_sequence
data\landmarks\remember_remember (2).npy,remember,remember (2),30,landmark_sequence
data\landmarks\remember_remember (3).npy,remember,remember (3),30,landmark_sequence
data\landmarks\remember_remember (4).npy,remember,remember (4),30,landmark_sequence
data\landmarks\remember_remember (5).npy,remember,remember (5),30,landmark_sequence
data\landmarks\remember_remember (6).npy,remember,remember (6),30,landmark_sequence
data\landmarks\remember_remember (7).npy,remember,remember (7),30,landmark_sequence
data\landmarks\remove_remove (1).npy,remove,remove (1),30,landmark_sequence
data\landmarks\remove_remove (2).npy,remove,remove (2),30,landmark_sequence
data\landmarks\remove_remove (3).npy,remove,remove (3),30,landmark_sequence
data\landmarks\remove_remove (4).npy,remove,remove (4),30,landmark_sequence
data\landmarks\remove_remove (5).npy,remove,remove (5),30,landmark_sequence
data\landmarks\remove_remove (6).npy,remove,remove (6),30,landmark_sequence
data\landmarks\remove_remove (7).npy,remove,remove (7),30,landmark_sequence
data\landmarks\respect_respect (1).npy,respect,respect (1),30,landmark_sequence
data\landmarks\respect_respect (2).npy,respect,respect (2),30,landmark_sequence
data\landmarks\respect_respect (3).npy,respect,respect (3),30,landmark_sequence
data\landmarks\respect_respect (4).npy,respect,respect (4),30,landmark_sequence
data\landmarks\respect_respect (5).npy,respect,respect (5),30,landmark_sequence
data\landmarks\respect_respect (6).npy,respect,respect (6),30,landmark_sequence
data\landmarks\respect_respect (7).npy,respect,respect (7),30,landmark_sequence
data\landmarks\rest_rest (1).npy,rest,rest (1),30,landmark_sequence
data\landmarks\rest_rest (2).npy,rest,rest (2),30,landmark_sequence
data\landmarks\rest_rest (3).npy,rest,rest (3),30,landmark_sequence
data\landmarks\rest_rest (4).npy,rest,rest (4),30,landmark_sequence
data\landmarks\rest_rest (5).npy,rest,rest (5),30,landmark_sequence
data\landmarks\rest_rest (6).npy,rest,rest (6),30,landmark_sequence
data\landmarks\sad_sad (1).npy,sad,sad (1),30,landmark_sequence
data\landmarks\sad_sad (2).npy,sad,sad (2),30,landmark_sequence
data\landmarks\sad_sad (3).npy,sad,sad (3),30,landmark_sequence
data\landmarks\sad_sad (4).npy,sad,sad (4),30,landmark_sequence
data\landmarks\sad_sad (5).npy,sad,sad (5),30,landmark_sequence
data\landmarks\sad_sad (6).npy,sad,sad (6),30,landmark_sequence
data\landmarks\sad_sad (7).npy,sad,sad (7),30,landmark_sequence
data\landmarks\sad_sad (8).npy,sad,sad (8),30,landmark_sequence
data\landmarks\same_same (1).npy,same,same (1),30,landmark_sequence
data\landmarks\same_same (2).npy,same,same (2),30,landmark_sequence
data\landmarks\same_same (3).npy,same,same (3),30,landmark_sequence
data\landmarks\same_same (4).npy,same,same (4),30,landmark_sequence
data\landmarks\same_same (5).npy,same,same (5),30,landmark_sequence
data\landmarks\same_same (6).npy,same,same (6),30,landmark_sequence
data\landmarks\same_same (7).npy,same,same (7),30,landmark_sequence
data\landmarks\same_same (8).npy,same,same (8),30,landmark_sequence
data\landmarks\same_same (9).npy,same,same (9),30,landmark_sequence
data\landmarks\say_say (1).npy,say,say (1),30,landmark_sequence
data\landmarks\say_say (2).npy,say,say (2),30,landmark_sequence
data\landmarks\say_say (3).npy,say,say (3),30,landmark_sequence
data\landmarks\say_say (4).npy,say,say (4),30,landmark_sequence
data\landmarks\say_say (5).npy,say,say (5),30,landmark_sequence
data\landmarks\say_say (6).npy,say,say (6),30,landmark_sequence
data\landmarks\say_say (7).npy,say,say (7),30,landmark_sequence
data\landmarks\say_say (8).npy,say,say (8),30,landmark_sequence
data\landmarks\show_show (1).npy,show,show (1),30,landmark_sequence
data\landmarks\show_show (2).npy,show,show (2),30,landmark_sequence
data\landmarks\show_show (3).npy,show,show (3),30,landmark_sequence
data\landmarks\show_show (4).npy,show,show (4),30,landmark_sequence
data\landmarks\show_show (5).npy,show,show (5),30,landmark_sequence
data\landmarks\show_show (6).npy,show,show (6),30,landmark_sequence
data\landmarks\show_show (7).npy,show,show (7),30,landmark_sequence
data\landmarks\show_show (8).npy,show,show (8),30,landmark_sequence
data\landmarks\show_show (9).npy,show,show (9),30,landmark_sequence
data\landmarks\sit_sit (1).npy,sit,sit (1),30,landmark_sequence
data\landmarks\sit_sit (2).npy,sit,sit (2),30,landmark_sequence
data\landmarks\sit_sit (3).npy,sit,sit (3),30,landmark_sequence
data\landmarks\sit_sit (4).npy,sit,sit (4),30,landmark_sequence
data\landmarks\sit_sit (5).npy,sit,sit (5),30,landmark_sequence
data\landmarks\sit_sit (6).npy,sit,sit (6),30,landmark_sequence
data\landmarks\sit_sit (7).npy,sit,sit (7),30,landmark_sequence
data\landmarks\situation_situation (1).npy,situation,situation (1),30,landmark_sequence
data\landmarks\situation_situation (2).npy,situation,situation (2),30,landmark_sequence
data\landmarks\situation_situation (3).npy,situation,situation (3),30,landmark_sequence
data\landmarks\situation_situation (4).npy,situation,situation (4),30,landmark_sequence
data\landmarks\situation_situation (5).npy,situation,situation (5),30,landmark_sequence
data\landmarks\situation_situation (6).npy,situation,situation (6),30,landmark_sequence
data\landmarks\some_some (1).npy,some,some (1),30,landmark_sequence
data\landmarks\some_some (2).npy,some,some (2),30,landmark_sequence
data\landmarks\some_some (3).npy,some,some (3),30,landmark_sequence
data\landmarks\some_some (4).npy,some,some (4),30,landmark_sequence
data\landmarks\some_some (5).npy,some,some (5),30,landmark_sequence
data\landmarks\some_some (6).npy,some,some (6),30,landmark_sequence
data\landmarks\some_some (7).npy,some,some (7),30,landmark_sequence
data\landmarks\sorry_sorry (1).npy,sorry,sorry (1),30,landmark_sequence
data\landmarks\sorry_sorry (2).npy,sorry,sorry (2),30,landmark_sequence
data\landmarks\sorry_sorry (3).npy,sorry,sorry (3),30,landmark_sequence
data\landmarks\sorry_sorry (4).npy,sorry,sorry (4),30,landmark_sequence
data\landmarks\sorry_sorry (5).npy,sorry,sorry (5),30,landmark_sequence
data\landmarks\sorry_sorry (6).npy,sorry,sorry (6),30,landmark_sequence
data\landmarks\sorry_sorry (7).npy,sorry,sorry (7),30,landmark_sequence
data\landmarks\start_start (1).npy,start,start (1),30,landmark_sequence
data\landmarks\start_start (2).npy,start,start (2),30,landmark_sequence
data\landmarks\start_start (3).npy,start,start (3),30,landmark_sequence
data\landmarks\start_start (4).npy,start,start (4),30,landmark_sequence
data\landmarks\start_start (5).npy,start,start (5),30,landmark_sequence
data\landmarks\stop_stop (1).npy,stop,stop (1),30,landmark_sequence
data\landmarks\stop_stop (2).npy,stop,stop (2),30,landmark_sequence
data\landmarks\stop_stop (3).npy,stop,stop (3),30,landmark_sequence
data\landmarks\stop_stop (4).npy,stop,stop (4),30,landmark_sequence
data\landmarks\stop_stop (5).npy,stop,stop (5),30,landmark_sequence
data\landmarks\stop_stop (6).npy,stop,stop (6),30,landmark_sequence
data\landmarks\sure_sure (1).npy,sure,sure (1),30,landmark_sequence
data\landmarks\sure_sure (2).npy,sure,sure (2),30,landmark_sequence
data\landmarks\sure_sure (3).npy,sure,sure (3),30,landmark_sequence
data\landmarks\sure_sure (4).npy,sure,sure (4),30,landmark_sequence
data\landmarks\sure_sure (5).npy,sure,sure (5),30,landmark_sequence
data\landmarks\sure_sure (6).npy,sure,sure (6),30,landmark_sequence
data\landmarks\taste_taste (1).npy,taste,taste (1),30,landmark_sequence
data\landmarks\taste_taste (2).npy,taste,taste (2),30,landmark_sequence
data\landmarks\taste_taste (3).npy,taste,taste (3),30,landmark_sequence
data\landmarks\taste_taste (4).npy,taste,taste (4),30,landmark_sequence
data\landmarks\taste_taste (5).npy,taste,taste (5),30,landmark_sequence
data\landmarks\taste_taste (6).npy,taste,taste (6),30,landmark_sequence
data\landmarks\tell_tell (1).npy,tell,tell (1),30,landmark_sequence
data\landmarks\tell_tell (10).npy,tell,tell (10),30,landmark_sequence
data\landmarks\tell_tell (2).npy,tell,tell (2),30,landmark_sequence
data\landmarks\tell_tell (3).npy,tell,tell (3),30,landmark_sequence
data\landmarks\tell_tell (4).npy,tell,tell (4),30,landmark_sequence
data\landmarks\tell_tell (5).npy,tell,tell (5),30,landmark_sequence
data\landmarks\tell_tell (6).npy,tell,tell (6),30,landmark_sequence
data\landmarks\tell_tell (7).npy,tell,tell (7),30,landmark_sequence
data\landmarks\tell_tell (8).npy,tell,tell (8),30,landmark_sequence
data\landmarks\tell_tell (9).npy,tell,tell (9),30,landmark_sequence
data\landmarks\than_than (1).npy,than,than (1),30,landmark_sequence
data\landmarks\than_than (2).npy,than,than (2),30,landmark_sequence
data\landmarks\than_than (3).npy,than,than (3),30,landmark_sequence
data\landmarks\than_than (4).npy,than,than (4),30,landmark_sequence
data\landmarks\than_than (5).npy,than,than (5),30,landmark_sequence
data\landmarks\thank you_thank you (1).npy,thank you,thank you (1),30,landmark_sequence
data\landmarks\thank you_thank you (2).npy,thank you,thank you (2),30,landmark_sequence
data\landmarks\thank you_thank you (3).npy,thank you,thank you (3),30,landmark_sequence
data\landmarks\thank you_thank you (4).npy,thank you,thank you (4),30,landmark_sequence
data\landmarks\thank you_thank you (5).npy,thank you,thank you (5),30,landmark_sequence
data\landmarks\thank you_thank you (6).npy,thank you,thank you (6),30,landmark_sequence
data\landmarks\thank you_thank you (7).npy,thank you,thank you (7),30,landmark_sequence
data\landmarks\that_that (1).npy,that,that (1),30,landmark_sequence
data\landmarks\that_that (2).npy,that,that (2),30,landmark_sequence
data\landmarks\that_that (3).npy,that,that (3),30,landmark_sequence
data\landmarks\that_that (4).npy,that,that (4),30,landmark_sequence
data\landmarks\that_that (5).npy,that,that (5),30,landmark_sequence
data\landmarks\them_them (1).npy,them,them (1),30,landmark_sequence
data\landmarks\them_them (2).npy,them,them (2),30,landmark_sequence
data\landmarks\them_them (3).npy,them,them (3),30,landmark_sequence
data\landmarks\them_them (4).npy,them,them (4),30,landmark_sequence
data\landmarks\them_them (5).npy,them,them (5),30,landmark_sequence
data\landmarks\think_think (1).npy,think,think (1),30,landmark_sequence
data\landmarks\think_think (2).npy,think,think (2),30,landmark_sequence
data\landmarks\think_think (3).npy,think,think (3),30,landmark_sequence
data\landmarks\think_think (4).npy,think,think (4),30,landmark_sequence
data\landmarks\think_think (5).npy,think,think (5),30,landmark_sequence
data\landmarks\think_think (6).npy,think,think (6),30,landmark_sequence
data\landmarks\think_think (7).npy,think,think (7),30,landmark_sequence
data\landmarks\think_think (8).npy,think,think (8),30,landmark_sequence
data\landmarks\time_time (1).npy,time,time (1),30,landmark_sequence
data\landmarks\time_time (2).npy,time,time (2),30,landmark_sequence
data\landmarks\time_time (3).npy,time,time (3),30,landmark_sequence
data\landmarks\time_time (4).npy,time,time (4),30,landmark_sequence
data\landmarks\time_time (5).npy,time,time (5),30,landmark_sequence
data\landmarks\time_time (6).npy,time,time (6),30,landmark_sequence
data\landmarks\time_time (7).npy,time,time (7),30,landmark_sequence
data\landmarks\time_time (8).npy,time,time (8),30,landmark_sequence
data\landmarks\to_to (1).npy,to,to (1),30,landmark_sequence
data\landmarks\to_to (2).npy,to,to (2),30,landmark_sequence
data\landmarks\to_to (3).npy,to,to (3),30,landmark_sequence
data\landmarks\to_to (4).npy,to,to (4),30,landmark_sequence
data\landmarks\to_to (5).npy,to,to (5),30,landmark_sequence
data\landmarks\to_to (6).npy,to,to (6),30,landmark_sequence
data\landmarks\to_to (7).npy,to,to (7),30,landmark_sequence
data\landmarks\to_to (8).npy,to,to (8),30,landmark_sequence
data\landmarks\together_together (1).npy,together,together (1),30,landmark_sequence
data\landmarks\together_together (2).npy,together,together (2),30,landmark_sequence
data\landmarks\together_together (3).npy,together,together (3),30,landmark_sequence
data\landmarks\together_together (4).npy,together,together (4),30,landmark_sequence
data\landmarks\together_together (5).npy,together,together (5),30,landmark_sequence
data\landmarks\together_together (6).npy,together,together (6),30,landmark_sequence
data\landmarks\together_together (7).npy,together,together (7),30,landmark_sequence
data\landmarks\true_true (1).npy,true,true (1),30,landmark_sequence
data\landmarks\true_true (2).npy,true,true (2),30,landmark_sequence
data\landmarks\true_true (3).npy,true,true (3),30,landmark_sequence
data\landmarks\true_true (4).npy,true,true (4),30,landmark_sequence
data\landmarks\true_true (5).npy,true,true (5),30,landmark_sequence
data\landmarks\true_true (6).npy,true,true (6),30,landmark_sequence
data\landmarks\try_try (1).npy,try,try (1),30,landmark_sequence
data\landmarks\try_try (2).npy,try,try (2),30,landmark_sequence
data\landmarks\try_try (3).npy,try,try (3),30,landmark_sequence
data\landmarks\try_try (4).npy,try,try (4),30,landmark_sequence
data\landmarks\try_try (5).npy,try,try (5),30,landmark_sequence
data\landmarks\try_try (6).npy,try,try (6),30,landmark_sequence
data\landmarks\ugly_ugly (1).npy,ugly,ugly (1),30,landmark_sequence
data\landmarks\ugly_ugly (10).npy,ugly,ugly (10),30,landmark_sequence
data\landmarks\ugly_ugly (2).npy,ugly,ugly (2),30,landmark_sequence
data\landmarks\ugly_ugly (3).npy,ugly,ugly (3),30,landmark_sequence
data\landmarks\ugly_ugly (4).npy,ugly,ugly (4),30,landmark_sequence
data\landmarks\ugly_ugly (5).npy,ugly,ugly (5),30,landmark_sequence
data\landmarks\ugly_ugly (6).npy,ugly,ugly (6),30,landmark_sequence
data\landmarks\ugly_ugly (7).npy,ugly,ugly (7),30,landmark_sequence
data\landmarks\ugly_ugly (8).npy,ugly,ugly (8),30,landmark_sequence
data\landmarks\ugly_ugly (9).npy,ugly,ugly (9),30,landmark_sequence
data\landmarks\understand_understand (1).npy,understand,understand (1),30,landmark_sequence
data\landmarks\understand_understand (2).npy,understand,understand (2),30,landmark_sequence
data\landmarks\understand_understand (3).npy,understand,understand (3),30,landmark_sequence
data\landmarks\understand_understand (4).npy,understand,understand (4),30,landmark_sequence
data\landmarks\understand_understand (5).npy,understand,understand (5),30,landmark_sequence
data\landmarks\understand_understand (6).npy,understand,understand (6),30,landmark_sequence
data\landmarks\understand_understand (7).npy,understand,understand (7),30,landmark_sequence
data\landmarks\unique_unique (1).npy,unique,unique (1),30,landmark_sequence
data\landmarks\unique_unique (2).npy,unique,unique (2),30,landmark_sequence
data\landmarks\unique_unique (3).npy,unique,unique (3),30,landmark_sequence
data\landmarks\unique_unique (4).npy,unique,unique (4),30,landmark_sequence
data\landmarks\unique_unique (5).npy,unique,unique (5),30,landmark_sequence
data\landmarks\unique_unique (6).npy,unique,unique (6),30,landmark_sequence
data\landmarks\until_until (1).npy,until,until (1),30,landmark_sequence
data\landmarks\until_until (2).npy,until,until (2),30,landmark_sequence
data\landmarks\until_until (3).npy,until,until (3),30,landmark_sequence
data\landmarks\until_until (4).npy,until,until (4),30,landmark_sequence
data\landmarks\until_until (5).npy,until,until (5),30,landmark_sequence
data\landmarks\until_until (6).npy,until,until (6),30,landmark_sequence
data\landmarks\until_until (7).npy,until,until (7),30,landmark_sequence
data\landmarks\until_until (8).npy,until,until (8),30,landmark_sequence
